Datetime,wind_U_W6,wind_V_W6,pressure_W6,wind_U_W9,wind_V_W9,pressure_W9,wind_U_W10,wind_V_W10,pressure_W10,wind_U_OSC2_1,wind_V_OSC2_1,pressure_OSC2_1,wind_U_SCS_500,wind_V_SCS_500,pressure_SCS_500,wind_U_Singapore,wind_V_Singapore,pressure_Singapore,WL
2006-04-08 02:00:00.000,-5.8331672261334,0.895384060374773,101153.875346199,-7.59000265487515,0.105251309519974,101223.147632681,-6.23161534160121,-1.34843409898023,101165.373524598,-1.42510205291081,-1.68838076421008,100966.984294921,-3.92971270649712,-0.741839055435967,101013.229145943,-1.588880205599,-1.29970577500132,100969.294075282,0.15
2006-04-08 03:00:00.000,-5.63574109244735,1.16259385162312,101159.052546999,-7.05486251050803,0.176408815287136,101242.804770115,-5.46911820312768,-0.972810750449082,101152.31882315,-1.88328509199558,-1.57445359049225,100996.58922648,-4.21615364668219,0.0130186184255947,101016.186202168,-1.4406298365155,-0.709292640701751,100992.480765803,-0.153
2006-04-08 04:00:00.000,-5.10621053232819,1.75934535483166,101170.746929981,-6.58518844440804,0.728153167697134,101211.73989345,-4.86124591991254,-0.387220085497612,101126.493218111,-2.34605870542231,-1.24931634156959,100976.188569592,-4.01329257503421,-0.0678925904885237,100980.368858637,-1.47467683728926,0.393574615572117,100973.769689511,-0.445
2006-04-08 05:00:00.000,-3.88033198130088,1.90444589157073,101112.244560946,-5.87166825191855,1.98873575063386,101189.254390917,-4.06421058352906,0.263133225752331,101048.496106923,-1.83650495346307,-0.918152718218537,100918.528123453,-3.68589196417534,-0.27362031547946,100906.331563391,-2.18888563637789,1.35675422177511,100911.336751531,-0.698
2006-04-08 06:00:00.000,-3.68137541246998,1.89065112223286,101031.114779004,-4.9959843793178,2.32974441288726,101098.60528951,-3.19703613754383,0.702837508515658,100972.627479666,-2.66674311302601,-1.12477127004935,100803.041222212,-3.61199850424354,-0.0525257329815787,100856.782390013,-2.59122390837878,1.62974380077076,100792.432092843,-0.821
2006-04-08 07:00:00.000,-4.73839595251517,2.3274854845987,100945.447332832,-4.67225762531794,1.78566317648296,101036.19269967,-2.4632322711801,0.703519220581958,100962.174258579,-3.14394424581324,-1.33827710694119,100677.556892371,-3.58404629655398,0.131249338428008,100742.621538108,-2.73013567153576,0.808912561782856,100684.697664625,-0.827
2006-04-08 08:00:00.000,-4.83379307654434,2.83176094150524,100845.314178543,-4.99898741043098,1.50650680770409,100918.297014481,-1.91912281487565,0.372888868426588,100916.813901011,-3.41129055153875,-0.620564609539986,100633.084935991,-3.82454598449681,-0.122774224441898,100662.559240802,-2.64200257810423,-0.147349179845198,100649.061996712,-0.692
2006-04-08 09:00:00.000,-4.85419887847572,2.26924090294992,100803.013402598,-5.56115483481664,2.04566175524759,100874.740191964,-1.66460286412386,-0.0129601610990599,100896.238556338,-3.13367010323835,-0.636061000927297,100592.302067657,-4.02685354708162,-0.148176580728889,100592.754232279,-2.8525103200312,-0.527299588037981,100594.884498423,-0.526
2006-04-08 10:00:00.000,-4.81695828995096,1.56519674933573,100873.697420574,-4.57195638613802,1.38061275903911,100947.193477904,-1.56205098417585,0.014990033619229,100906.928275639,-4.06599389221569,-0.846984105921256,100642.768792109,-3.27020665774251,0.596018375678874,100619.996112757,-3.8202233591668,-1.25926287440937,100646.542113071,-0.288
2006-04-08 11:00:00.000,-4.61443070578207,2.36886979261231,100956.136729777,-4.79898553829377,2.01336719493788,101006.871981482,-1.17947402271178,0.259724665420832,100964.870338226,-3.71077087765809,-1.32335465597563,100657.838716772,-2.35055134930291,1.60207712837845,100615.431157209,-3.74103976308152,-2.63831257025194,100660.439083302,-0.007
2006-04-08 12:00:00.000,-4.38078427366783,2.27690466369318,101028.617540971,-4.82721403075758,1.46052811166992,101057.876832092,-0.576915308405868,0.434242954393564,101057.624938008,-3.38440290182147,-0.507498346454789,100713.839073291,-1.9824678223018,1.76672203023857,100660.378411836,-3.35835147438435,-1.84940993699452,100745.908270987,0.272
2006-04-08 13:00:00.000,-4.51036111593206,2.94671735265415,101080.81590668,-4.63261761462408,1.60174839234629,101117.319638579,-0.0514033432836917,0.67216046553217,101112.066827018,-2.6466320254326,-0.20531871440222,100804.904211675,-1.69270582773778,1.73912440859345,100795.201694117,-2.40873198423137,-1.64320435831846,100838.147295322,0.474
2006-04-08 14:00:00.000,-5.09039603583137,3.03050780344713,101105.514199906,-4.57315759858329,1.87433637597742,101191.234246486,0.319483766580088,1.19230677211886,101226.768461118,-2.2258293774182,0.0650072242430979,100860.978349955,-1.69159880961146,1.54844993177258,100837.265818925,-1.44199171654645,-0.912571430519179,100897.609027217,0.541
2006-04-08 15:00:00.000,-5.27047723787575,2.77913645106818,101091.505303625,-4.77556189561103,2.21260821108593,101165.260426998,0.646268254497316,1.83788809890471,101225.491370759,-1.9134517233857,0.418554524042495,100922.493893101,-1.92739367051743,1.25710685781438,100903.152727949,-0.625836469426653,-0.392667300541099,100950.58299899,0.469
2006-04-08 16:00:00.000,-5.72348604075226,2.5962280279957,101043.753239779,-3.21758935409778,3.37740184395148,101171.247133123,1.11439367539988,2.21692000776736,101198.010278218,-1.4968024521569,0.760049074985095,100977.64575937,-1.45857149402128,1.3060299143671,100945.568003183,0.208606880965911,-0.258567156473058,101005.681947267,0.312
2006-04-08 17:00:00.000,-6.29025718939618,2.74235039950053,101024.688959188,-1.70406167305945,3.26354983472402,101115.434061846,1.43055102549866,2.50323907561324,101133.446265621,-0.643392822105895,0.791902768392345,100964.973741936,-1.38495478862106,1.4217517596745,100921.800663771,1.05997645460029,-0.444551284853139,101003.839047291,0.122
2006-04-08 18:00:00.000,-5.98417016042557,2.8552631411179,100956.867628713,-1.14009243000589,3.03967737427195,101052.64435666,1.53947918813773,2.49778537908285,101059.375024796,0.277126632849227,0.655304948015305,100928.96824262,-1.38357101596316,1.30508908635647,100902.006868661,1.88041189610307,-0.888891047935735,100962.787510059,-0.017
2006-04-08 19:00:00.000,-5.27965984874487,2.83738103271696,100892.883517655,-1.38153613150486,3.73209464192934,100998.104049677,1.5602021068837,2.05399082392172,101000.62886828,0.835646511122877,0.46045217483041,100832.849053614,-0.993900635498842,1.17243233685774,100808.896560761,1.80103374572766,-1.52506851711566,100837.037794315,-0.02
2006-04-08 20:00:00.000,-4.72309160106664,2.5962280279957,100824.514012978,-1.40315795551969,4.40097519614067,100946.486386629,1.38910518800672,1.83243440237431,100970.735493949,0.725909924471851,0.342220447949443,100810.124271258,-0.855246615177373,1.33676362938099,100784.279067684,1.87885546178199,-1.75921162580589,100813.832298693,0.055
2006-04-08 21:00:00.000,-4.72003073077693,2.55177821568479,100847.99414131,-1.58634285342314,4.02986143529346,100961.995255253,1.15212001465536,1.88424451941309,101040.738965483,0.649400352105597,0.187830474498083,100748.239819308,-1.24380997751538,1.82379892955008,100759.107126565,2.68820130874703,-1.24915214926138,100783.029541943,0.108
2006-04-08 22:00:00.000,-4.95367716289117,1.0639867967265,100869.799292913,-3.33170453639828,3.15845567236021,100985.329267315,2.19836173288141,0.750557353156639,101062.307602658,2.2952305530928,0.83236556812588,100840.946601872,-1.1162261384571,2.18978102568488,100875.689068255,4.76604112739767,1.1383093442357,100933.526771657,0.257
2006-04-08 23:00:00.000,-4.81185683946811,0.517816114423476,100964.937971136,-3.53651125831657,3.88316750032731,100996.454170036,1.92258750649273,0.755329337620737,101121.95245239,3.92007527137383,2.19863074210715,100964.291260648,-0.381719611644373,3.4972183511227,100904.853035278,4.70397830884434,1.78699218399341,101001.018282021,0.448
2006-04-09 00:00:00.000,-4.9786742702571,0.930126442410887,100968.622919941,-2.91248139299957,3.2816128938803,101017.619768856,1.4863434990455,1.14049665508008,101181.644601765,4.24928503132691,2.37511742179597,101005.443037787,0.400665449131658,3.86476849394188,100958.911719401,3.90144186203405,0.887137645822547,100970.10269466,0.547
2006-04-09 01:00:00.000,-5.18885403015025,1.42673813857416,101055.995796964,-3.50948397829802,3.71786314077591,101049.250318541,0.881128000284982,1.73563128895975,101220.241110394,3.32308200813887,1.17816467223162,101048.457804389,0.811922683059207,3.74936025797135,101062.556540104,3.4189472224972,0.231536941489901,101038.007917263,0.556
2006-04-09 02:00:00.000,-5.26078448195835,2.12260761406221,101116.629954564,-3.62960522282487,4.63470023431435,101093.891347679,0.250938727651109,2.47460716882866,101254.391452588,2.89222381632776,1.274586663086,101087.174783418,0.374097014099999,2.95812390103212,101068.082538926,2.7928715168401,-0.31896543564656,101071.650244385,0.429
2006-04-09 03:00:00.000,-5.27965984874487,2.44857290434222,101111.757294988,-3.21638814165251,5.41360123975028,101113.501345696,-0.179991710886893,3.123597055946,101234.005306486,2.21238161615906,1.11330940457361,101081.733378552,-0.280150698554595,2.6498459228826,101084.14305055,2.17905273146157,-0.265751092762417,101063.601660814,0.182
2006-04-09 04:00:00.000,-5.26129462700663,2.58907518463532,101069.426064921,-2.75932680622784,5.95549301443867,101081.682238337,-0.473300714676015,3.8823425857376,101190.44233535,1.67287983158787,0.634356122621348,101004.244084173,-0.857183896898432,2.31710641645671,101056.975096479,2.05901273444776,0.453174679602358,101008.258246214,-0.177
2006-04-09 05:00:00.000,-5.18630330490883,2.65549444441025,100990.823975134,-2.25661939788297,6.08795544825139,101014.320009575,-0.701784177772613,4.43861963183818,101108.803151656,1.50805635283315,0.832078597915004,100926.810126114,-0.80985887199829,1.83697052169889,100996.189109443,2.13216514753883,1.13218969480402,100933.56438186,-0.551
2006-04-09 06:00:00.000,-5.1546743119152,2.95744661769471,100938.564701181,-1.59114770320421,6.1706076280271,100984.292200112,-0.718787598282127,4.52519706425825,101057.577638365,1.29601553798953,1.10297847698207,100860.037632504,-0.205426975028055,2.18099996425234,100928.417077075,2.1786636228813,1.70690459795277,100862.34946134,-0.851
2006-04-09 07:00:00.000,-5.04805399682377,3.32224162907391,100861.881221102,-1.10405605664783,6.18538649460951,100895.622954274,-0.719850312063972,4.18706787937358,101018.602732592,0.851167024374317,1.62669911183102,100811.433897514,0.0386705218253087,2.48990516107562,100868.850875733,2.09130874661031,2.27283913452563,100809.826812009,-0.975
2006-04-09 08:00:00.000,-4.86593221458626,3.53478326035366,100847.263242374,-1.11366575620998,6.38079595275471,100868.98918293,-0.91167014968693,3.6287456970741,100992.020333267,0.239309044222479,1.77391483001047,100733.53880345,-0.368712148660124,1.78867468381992,100774.26203972,1.90317474804896,2.83212187823798,100727.855373258,-0.932
2006-04-09 09:00:00.000,-4.79757277811615,3.83469176410659,100788.639056849,-2.26262546010931,6.31949102470916,100851.877574084,-1.08382978234576,3.18631456604558,100964.397341797,-0.21362762418574,2.06031110046485,100629.469629707,-1.34150432716304,1.00841465367137,100718.429121863,1.71367886945667,3.0854221503665,100632.494702025,-0.769
2006-04-09 10:00:00.000,-4.58484229298158,3.44026354452012,100854.754956472,-0.0632054728226738,5.33642271426436,100922.728119802,-0.330897067908833,2.43438615691697,101055.732952291,0.411564881435644,2.17739494650232,100652.268193824,-0.196017320954342,1.57165702270144,100717.431115387,1.92554849141459,1.84047259859197,100633.754643846,-0.534
2006-04-09 11:00:00.000,-4.57872055240216,3.82856075551198,100848.176866044,-0.524471051805781,4.57777422970061,100941.678165962,-0.948865132051492,2.64980716986769,101017.940537591,-0.0754731963701061,1.30758823733675,100753.699669614,-0.481074488481514,2.35191705284999,100828.94909829,0.84655039832129,1.21813085856191,100719.581128466,-0.196
2006-04-09 12:00:00.000,-4.49709734467667,3.9174603801338,100872.753342781,-0.819969313341835,3.91436732977907,100957.988404696,-0.736322375682564,1.74858381821944,101108.235555941,-0.914236708282433,1.46083032994461,100810.898979748,-0.416867437155005,2.45791700871422,100834.475097112,-0.655992384397706,1.35568993491742,100780.133556265,0.191
2006-04-09 13:00:00.000,-4.28997845507322,4.20561778408039,100962.318916614,-1.50345919469961,4.07857695847252,101005.552077769,-1.26236569769566,2.18283440445237,101108.330155227,-1.17087167387666,1.31332764155428,100894.456823961,0.0735415928043606,2.11137869146577,100930.154347608,-0.812997696537319,0.814766139500112,100897.138899672,0.494
2006-04-09 14:00:00.000,-3.92267402030848,4.37268776828347,101034.068828872,-1.9941544785918,4.97242470399388,101043.829285436,-1.31443867300605,2.07103362557921,101142.054800634,-0.924729449635519,0.914726018647331,101015.440466388,-0.406627519486553,1.78930190249368,100972.347843625,-0.965333705713672,0.278897706656789,100995.734048414,0.631
