wind_U_W6,wind_V_W6,pressure_W6,wind_U_W9,wind_V_W9,pressure_W9,wind_U_W10,wind_V_W10,pressure_W10,wind_U_OSC2_1,wind_V_OSC2_1,pressure_OSC2_1,wind_U_SCS_500,wind_V_SCS_500,pressure_SCS_500,wind_U_Singapore,wind_V_Singapore,pressure_Singapore,SLA
-0.7030233666241651,-1.3567413271204725,1.4031810481080234,-0.6871050147282971,-1.056824760146452,1.511683687354517,-0.8661436101283538,-1.1719935308518319,1.3092973064429207,1.013949117633911,-1.0057476963990208,1.0495927310692004,-0.7209265857849947,-0.9555670984985375,1.2185672034969557,1.3035391089642008,-1.0810193846179508,1.050275277826488,1.031656815710048
-0.7259080353977854,-1.4336362871442394,1.4941029495742952,-0.5243648448257854,-1.1747945542859164,1.5672434732401832,-0.913603859444916,-1.076606041288257,1.4318160611812514,0.9520802201586313,-0.8617165519995178,1.397447983046155,-0.7228984590279768,-0.9286215272719197,1.506056640197886,1.059164717541152,-1.0120331304502144,1.3967438962328247,0.7886159613064444
-0.8591111756811993,-1.4626716819169892,1.5669063482970558,-0.46464861720879275,-1.3201705146309834,1.5894470412242114,-0.9082936217285714,-1.0213155683727813,1.4582189597929656,0.9947036399388041,-0.8209272442256639,1.8413053960051728,-0.769040294851754,-1.026487842051313,1.6240038064875355,0.8269030588613958,-0.9732423763561853,1.86463873292517,1.0103903477808212
-0.9247891493059219,-1.3949224273893095,1.560940729876829,-0.5526090065758649,-1.3743190295259546,1.4934341116581833,-0.8657010904401102,-0.9881869792582939,1.3120286407820263,1.3663893058486292,-0.8050538932775717,1.8114922814585324,-0.7837110324293396,-1.0519244615311936,1.7516396075622318,0.5424557086402477,-0.9331062784330918,1.8439158539622602,1.199463329516705
-0.9065224628154815,-1.3111015933511634,1.4530056609863056,-0.713600728125844,-1.2776862157679867,1.3386169459420945,-0.8738877068587484,-0.9667105144765593,1.111992291203847,1.616108233206502,-0.8023215951133856,1.4162480845908638,-0.9234774137514993,-1.085193260237972,1.3769567245743588,0.5076316008359282,-0.7177764856001649,1.3455523271968939,0.980345985178786
-0.9245839056578321,-1.2758506706034232,1.1131819798493874,-0.8538800647208677,-1.1871225874876252,1.1612920920780343,-0.941261347143146,-0.9655681494444698,0.8516070090362039,1.6512932168686993,-0.8515680160582674,1.0378011298308054,-0.9800307406858212,-1.1347012565519892,1.0111731223579317,0.5418500718474359,-0.6889263296364289,0.8572705712915126,0.81990301920608
-0.9090880086177646,-1.2957403600538773,0.8458301331156483,-0.9265079090291289,-1.1335430588123905,1.0000875426065532,-0.9868408871080134,-0.988529688767921,0.6476690282350124,1.5103171411507126,-0.9671051943094064,0.41128305683398825,-1.0242007032666163,-1.153599083754607,0.4874510585004197,0.6460195768639887,-0.948801959247912,0.40236915662385875,0.8318736420793614
-0.864652754783107,-1.3208688515230955,0.6130571075090618,-0.9903935129183292,-1.06877346920167,0.9287113574143624,-1.0268889296165156,-1.0443913441994417,0.6567734760321511,1.495440268914762,-1.0794546912556477,0.04585197451287225,-1.156000716265329,-1.0823909208542324,0.19782091809609265,0.6479374265349515,-0.7500647433967551,-0.04032155075519561,0.44891300190745786
-0.8301718184842851,-1.3542551158957177,0.6089695071223129,-1.026572938890311,-1.0187026882751022,0.9144159890835807,-1.0346330261387078,-1.065639335974758,0.696312242228166,1.2289553429278566,-1.1121121594332557,-0.45095727868380886,-1.194964933290852,-1.0006919484442143,-0.17415865597246902,0.5235800324023221,-0.5543171811545241,-0.6359162370892415,0.5007422064939623
-0.8417680858083247,-1.3661534123596064,0.612173419672527,-1.0523961724967819,-0.9949949322379121,0.9179645595119181,-1.0190342031202122,-1.0517024812426803,0.8017932231834393,0.7680084436023255,-1.1445094087056993,-0.3788718285398546,-1.1578148396602723,-0.9873269452294563,-0.19928022841857143,0.14051484603598285,-0.44781077558525745,-0.581923812125122,0.9673472795904061
-0.8049268473553095,-1.3539887361526712,0.6313961694498913,-0.9708915915873106,-0.9590539739490109,0.9804184527077169,-0.9623916680344121,-0.9956123526371689,0.8611016474532263,0.1794274260054729,-1.1558939842764604,-0.5010160997346101,-0.9858674856332478,-1.139515531827168,-0.45905754861330045,-0.1817847954347199,-0.4533416345791808,-0.584612085796676,1.2791759157426812
-0.8090317207194273,-1.2797575739069542,0.7826377465197147,-1.0205206185312892,-0.9398981071499632,1.0771411393749966,-1.0100731770909948,-0.9824751535951266,0.996366629107583,0.07009422169259391,-1.0441299798101658,-0.21679158954637828,-1.081779404355689,-1.1983646595730653,-0.3469680595985029,0.31090062604583046,-0.7461781939017864,0.05231637187989803,1.1948765963620311
-0.871836283069732,-1.200909162318318,0.9127785557786433,-1.0250934829020761,-0.9567780294165646,1.1752833402448102,-1.0500105894171827,-0.9438632116563171,1.1430772022783005,0.42796564909760754,-0.9669100300738592,0.14285526366888365,-1.2401602697413983,-1.3026260568413606,0.11006425705351607,0.9384411436465696,-0.5881750067516895,0.44538391806192296,1.2549995547148844
-0.8971838760227527,-1.0813934394098816,1.0528619414840337,-1.0905930387377265,-1.0091247548755784,1.2405762618455833,-1.0447003517008382,-0.9014814649440385,1.255581339415575,0.9704992051917959,-0.9758875810552163,0.69550756702222,-1.1996185542354894,-1.289117343838242,0.5432141956300015,0.9358167178902678,-0.699240634011364,0.7521985638746671,1.3796650071737155
-0.8172414674476629,-1.214405737240486,1.0050259889997435,-1.2084115418013284,-1.0388068654403775,1.2976568636291042,-1.0931562705762023,-0.9298121204210301,1.3464952038954183,1.27405824123398,-0.9687315621833166,0.9924138381985225,-1.161443086735159,-1.2312741841526251,0.7490301782814549,0.9313753827931786,-0.9769047018796434,0.9873221391817232,1.2839059749746375
-0.8462834464686219,-1.211386766529638,0.9834830145087526,-1.251046776454845,-1.0508504056188432,1.2617659525643858,-1.0918287110950655,-0.9881869792582939,1.2627348341133353,1.3928370785925144,-0.9551351262586987,0.9261132202497123,-1.2273036558437556,-1.1780297351742068,0.7174877138048666,0.7636140280208087,-1.0949212733797782,0.8816901988485946,1.9612419056043973
-0.9054962445750331,-1.0956891535611897,0.8805195966032623,-1.3096870359582484,-0.9901585499765263,1.1787303938998763,-1.0433727924279041,-1.0951123566514125,1.2252768095808888,1.2412346661032585,-0.9705530942927739,0.9799546171479366,-1.2866176052612526,-1.1455513399597292,0.5832054909814371,0.6538928536140703,-1.1683920081013566,0.8839305261870701,2.0485889173269802
-0.9783577464863807,-1.0055639985320932,0.8576510903574956,-1.2838638023517774,-0.9109746447048962,1.1630155113665919,-1.041160193362077,-1.1724504768646677,1.1590750176932905,0.9950578510024758,-1.0529774212255931,0.6454487459714188,-1.3216380755158117,-1.246651123487944,0.28028250707964325,0.6109935904746145,-1.2446281718985368,0.6355889600154833,2.24051462477545
-0.9690191596936518,-0.9465164830303674,0.702763756819217,-1.218364246516127,-0.8984569494299418,1.1028934928652818,-1.0188129431719886,-1.189357481015325,1.064389310554625,0.928466137544492,-1.1020286781616229,0.32106572804698147,-1.242684267595015,-1.2975243619894605,0.1632362405831025,0.7485740511248086,-1.3086067567137505,0.3552102959318874,2.2277484522160083
-0.9896461481371236,-0.7961007068002719,0.6167028639774642,-1.1014872153839657,-0.9274752428250066,1.017931481365641,-1.005205459062894,-1.1763345183089189,0.9620301295341256,1.0308331867975422,-1.0801702930748291,-0.08274474868921812,-1.1728799520004543,-1.2674890318023817,-0.10442669573075142,0.7438298971124894,-1.2813261685505897,-0.009964847265379214,2.0742698753882296
